journal,pmc_ID,converted_accession,species
EMBO_Mol_Med,PMC3403295,GSE35160,Mus musculus
Nat_Commun,PMC6026192,GSE108899,Mus musculus
Clin_Epigenetics,PMC5382380,GSE90177,Mus musculus
PLoS_One,PMC3206798,GSE28198,Mus musculus
Neurogenetics,PMC4475250,GSE55177,Mus musculus
EMBO_Mol_Med,PMC3377109,GSE25244,Mus musculus
Medicines_(Basel),PMC6789461,GSE127252,Mus musculus
PLoS_Genet,PMC6957209,SRP219665,Mus musculus
Dev_Cell,PMC5300051,SRP089833,Mus musculus
PLoS_Pathog,PMC4583464,GSE69314,Mus musculus
PLoS_Genet,PMC3315459,GSE27016,Mus musculus
Sci_Rep,PMC5559625,SRP073480,Mus musculus
Mol_Vis,PMC3626293,GSE38762,Mus musculus
Mol_Pain,PMC5007901,GSE75691,Mus musculus
PLoS_One,PMC4488329,GSE61315,Mus musculus
Sci_Rep,PMC4549618,GSE59417,Mus musculus
Proc_Natl_Acad_Sci_U_S_A,PMC6744854,SRP062715,Mus musculus
Development,PMC4813342,GSE74679,Mus musculus
PLoS_One,PMC3006344,GSE23780,Mus musculus
Genome_Biol,PMC2395256,GSE9184,Mus musculus
PLoS_One,PMC4514744,GSE67378,Mus musculus
PLoS_One,PMC5283667,GSE87597,Mus musculus
Sci_Rep,PMC5478672,GSE95125,Mus musculus
Oncogene,PMC6168456,GSE72678,Mus musculus
Nat_Commun,PMC6712032,GSE121250,Mus musculus
PLoS_Biol,PMC5189937,GSE70405,Mus musculus
Sci_Rep,PMC5048419,GSE83112,Mus musculus
Sci_Rep,PMC6760121,GSE131914,Mus musculus
PLoS_One,PMC2883554,GSE20302,Mus musculus
Genom_Data,PMC4536010,GSE63852,Mus musculus
Nat_Commun,PMC6848188,GSE129038,Mus musculus
Stem_Cell_Reports,PMC6830056,GSE115169,Mus musculus
Nat_Commun,PMC5988836,GSE110257,Mus musculus
Biosci_Rep,PMC5293569,GSE76387,Mus musculus
Front_Physiol,PMC6344423,GSE119452,Mus musculus
Nucleic_Acids_Res,PMC3936758,GSE48759,Mus musculus
PLoS_One,PMC3163650,GSE29015,Mus musculus
Sci_Rep,PMC4649622,SRP061303,Mus musculus
Genom_Data,PMC4535623,GSE63847,Mus musculus
Nat_Commun,PMC5458068,GSE77366,Mus musculus
Front_Genet,PMC5809758,SRP119980,Mus musculus
Genome_Biol,PMC5775534,GSE100864,Mus musculus
Aging_(Albany_NY),PMC6461172,GSE115008,Mus musculus
Sci_Rep,PMC5482823,SRP100399,Mus musculus
PLoS_One,PMC4077766,GSE55636,Mus musculus
Nat_Commun,PMC6761174,GSE115752,Mus musculus
Sci_Rep,PMC5986784,GSE110304,Mus musculus
PLoS_One,PMC3161114,GSE24828,Mus musculus
PLoS_One,PMC4763111,GSE62834,Mus musculus
PLoS_One,PMC4723140,GSE73539,Mus musculus
BMC_Gastroenterol,PMC3729543,GSE45624,Mus musculus
PLoS_Genet,PMC3009656,GSE23860,Mus musculus
Genom_Data,PMC4664777,GSE58674,Mus musculus
J_Cell_Mol_Med,PMC4929291,GSE64851,Mus musculus
Genom_Data,PMC4664777,GSE58675,Mus musculus
PLoS_One,PMC3454319,GSE36477,Mus musculus
Front_Immunol,PMC5591335,GSE98819,Mus musculus
Genom_Data,PMC4664777,GSE58673,Mus musculus
Nat_Commun,PMC6765001,GSE132136,Mus musculus
Nat_Commun,PMC6707191,GSE126387,Mus musculus
FEBS_Open_Bio,PMC6168699,GSE115035,Mus musculus
Genom_Data,PMC4535834,GSE57138,Mus musculus
J_Invest_Dermatol,PMC5613751,GSE99397,Mus musculus
Genom_Data,PMC4493742,GSE64487,Mus musculus
PLoS_Comput_Biol,PMC3343110,GSE27844,Mus musculus
PLoS_One,PMC6448829,GSE123566,Mus musculus
PLoS_One,PMC3081876,GSE22824,Mus musculus
Genom_Data,PMC4522932,GSE57181,Mus musculus
Sci_Rep,PMC5296737,GSE88801,Mus musculus
Breast_Cancer_Res,PMC2206718,GSE7395,Mus musculus
PeerJ,PMC6681795,GSE129592,Mus musculus
PeerJ,PMC6681795,GSE129593,Mus musculus
PLoS_One,PMC2577887,SRP000202,Mus musculus
PLoS_One,PMC6107275,SRP144380,Mus musculus
Environ_Epigenet,PMC5625633,GSE86319,Mus musculus
PLoS_One,PMC3527574,GSE40466,Mus musculus
Sci_Rep,PMC6199263,ERP108722,Mus musculus
Neurobiol_Dis,PMC5439028,GSE96096,Mus musculus
Eur_Respir_J,PMC6962769,GSE127803,Mus musculus
PLoS_One,PMC3748126,GSE46492,Mus musculus
Nat_Commun,PMC6226452,SRP154538,Mus musculus
Sci_Adv,PMC6905868,GSE118698,Mus musculus
Genesis,PMC3799019,ERP001554,Mus musculus
BMC_Genomics,PMC4714477,ERP010840,Mus musculus
BMC_Genomics,PMC1847444,GSE6323,Mus musculus
PLoS_One,PMC5105947,SRP078798,Mus musculus
Data_Brief,PMC6659985,GSE117578,Mus musculus
BMC_Genomics,PMC2858150,GSE18447,Mus musculus
eLife,PMC4846374,GSE67403,Mus musculus
Cell_Death_Dis,PMC6828777,GSE130415,Mus musculus
FASEB_J,PMC4046067,GSE55255,Mus musculus
Nature,PMC6130801,SRP135960,Mus musculus
Proc_Natl_Acad_Sci_U_S_A,PMC6936674,GSE121292,Mus musculus
Cell_Microbiol,PMC3228402,GSE17603,Mus musculus
PLoS_One,PMC6166945,GSE115618,Mus musculus
eLife,PMC6398978,GSE122082,Mus musculus
Genes_Nutr,PMC5072351,GSE75604,Mus musculus
Stem_Cell_Reports,PMC6627005,GSE101856,Mus musculus
Cell_Rep,PMC6768562,GSE124518,Mus musculus
Nucleic_Acids_Res,PMC4245947,GSE55317,Mus musculus
Biol_Open,PMC5829498,GSE97261,Mus musculus
Sci_Rep,PMC6760121,GSE132199,Mus musculus
JAKSTAT,PMC3876425,GSE39656,Mus musculus
PLoS_Biol,PMC6691984,DRP004999,Mus musculus
PLoS_One,PMC2944821,GSE22130,Mus musculus
Nature,PMC5687303,GSE93431,Mus musculus
PLoS_One,PMC4390353,GSE64390,Mus musculus
Nat_Commun,PMC5025878,GSE70014,Mus musculus
PLoS_One,PMC4511561,GSE67575,Mus musculus
eLife,PMC6839920,GSE134202,Mus musculus
J_Exp_Med,PMC3832936,GSE42666,Mus musculus
J_Exp_Med,PMC4144744,GSE57417,Mus musculus
Cells,PMC4197633,GSE56891,Mus musculus
Cells,PMC4197633,GSE56890,Mus musculus
Genom_Data,PMC4778671,GSE74049,Mus musculus
Nat_Commun,PMC6249217,GSE118083,Mus musculus
Cell_Rep,PMC6389594,GSE121764,Mus musculus
Cell_Rep,PMC6367566,GSE121489,Mus musculus
Mol_Ther_Nucleic_Acids,PMC6140421,SRP102619,Mus musculus
Nat_Cell_Biol,PMC3129424,GSE27455,Mus musculus
J_Clin_Invest,PMC6877327,GSE117697,Mus musculus
PLoS_One,PMC3734019,GSE46163,Mus musculus
Epigenetics_Chromatin,PMC4939004,GSE75984,Mus musculus
Front_Genet,PMC6985583,GSE137417,Mus musculus
Sci_Rep,PMC6411972,SRP170254,Mus musculus
Sci_Rep,PMC6746706,GSE131954,Mus musculus
PLoS_One,PMC6599144,GSE128095,Mus musculus
BMC_Genomics,PMC2234434,GSE6846,Mus musculus
PLoS_Biol,PMC6608977,GSE127811,Mus musculus
Front_Cell_Neurosci,PMC4299451,GSE60856,Mus musculus
Nat_Commun,PMC6331603,SRP121327,Mus musculus
J_Exp_Med,PMC3727319,GSE46031,Mus musculus
BMC_Genomics,PMC2753550,GSE16000,Mus musculus
ASN_Neuro,PMC5439654,GSE66193,Mus musculus
PLoS_One,PMC2739440,GSE15694,Mus musculus
G3_(Bethesda),PMC6553538,SRP153091,Mus musculus
PLoS_Biol,PMC5393560,GSE60430,Mus musculus
PLoS_One,PMC3344928,GSE35129,Mus musculus
J_Immunother_Cancer,PMC6341578,GSE120888,Mus musculus
JCI_Insight,PMC5374077,GSE70882,Mus musculus
PLoS_One,PMC3116881,GSE26506,Mus musculus
PLoS_Genet,PMC3510034,SRP014858,Mus musculus
PLoS_One,PMC2667255,GSE11244,Mus musculus
PLoS_One,PMC4031077,GSE54664,Mus musculus
PLoS_One,PMC3218045,GSE31098,Mus musculus
Mol_Metab,PMC6812400,GSE132188,Mus musculus
Development,PMC6803371,GSE126688,Mus musculus
Nat_Commun,PMC5394267,SRP095626,Mus musculus
PLoS_One,PMC3914970,GSE51516,Mus musculus
BMC_Genomics,PMC3846674,GSE46762,Mus musculus
PLoS_One,PMC3652825,GSE29541,Mus musculus
PLoS_Pathog,PMC3469654,GSE38975,Mus musculus
PLoS_One,PMC3641041,GSE43508,Mus musculus
PLoS_One,PMC3689002,GSE44822,Mus musculus
PLoS_Genet,PMC3923668,GSE45139,Mus musculus
BMC_Genomics,PMC4246558,DRP002347,Mus musculus
J_Ovarian_Res,PMC2831895,GSE18891,Mus musculus
PLoS_Genet,PMC3923668,GSE45138,Mus musculus
Nat_Med,PMC6095711,GSE102955,Mus musculus
PLoS_Genet,PMC3305407,GSE29201,Mus musculus
Development,PMC5004883,GSE79947,Mus musculus
PLoS_One,PMC2901996,GSE21087,Mus musculus
J_Cell_Biol,PMC4586740,GSE56929,Mus musculus
Nat_Commun,PMC6435687,GSE123624,Mus musculus
Cell_Host_Microbe,PMC3348177,GSE34863,Mus musculus
Genom_Data,PMC4583703,SRP041609,Mus musculus
Genom_Data,PMC4583703,GSE57228,Mus musculus
BMC_Res_Notes,PMC6302474,GSE119650,Mus musculus
Cell_Metab,PMC6838660,GSE134726,Mus musculus
Cell_Res,PMC3587712,GSE41908,Mus musculus
EMBO_J,PMC5730859,GSE100569,Mus musculus
PLoS_One,PMC3986097,GSE48811,Mus musculus
PLoS_One,PMC3986091,GSE50088,Mus musculus
Nat_Commun,PMC6606583,SRP136055,Mus musculus
PLoS_One,PMC3045423,GSE25313,Mus musculus
J_Exp_Med,PMC5206495,GSE88998,Mus musculus
Sci_Rep,PMC5882948,SRP126877,Mus musculus
J_Cachexia_Sarcopenia_Muscle,PMC6438414,GSE102558,Mus musculus
BMC_Bioinformatics,PMC2657788,GSE12727,Mus musculus
BMC_Genomics,PMC6805607,GSE124844,Mus musculus
Nucleic_Acids_Res,PMC3919614,GSE46954,Mus musculus
Genom_Data,PMC4583647,GSE65524,Mus musculus
eLife,PMC3510456,GSE39516,Mus musculus
Nat_Commun,PMC5634406,GSE100579,Mus musculus
eLife,PMC3510456,GSE39514,Mus musculus
eLife,PMC3510456,GSE39517,Mus musculus
eLife,PMC6555592,GSE120661,Mus musculus
eLife,PMC3510456,GSE39515,Mus musculus
Nat_Commun,PMC4557297,GSE65555,Mus musculus
Nature,PMC6861135,GSE127980,Mus musculus
J_Exp_Med,PMC4548055,GSE68843,Mus musculus
Front_Genet,PMC3413097,GSE37602,Mus musculus
Nat_Commun,PMC5460016,SRP099592,Mus musculus
Reprod_Biol_Endocrinol,PMC4450483,GSE61407,Mus musculus
Genom_Data,PMC4583664,GSE64674,Mus musculus
Sci_Rep,PMC5057153,GSE79584,Mus musculus
J_Immunother_Cancer,PMC4236884,GSE58262,Mus musculus
Nucleic_Acids_Res,PMC5416772,SRP090117,Mus musculus
eLife,PMC6748830,SRP195476,Mus musculus
PLoS_One,PMC3633988,GSE43465,Mus musculus
PLoS_One,PMC4500583,GSE67525,Mus musculus
eLife,PMC6488297,GSE113754,Mus musculus
Nat_Commun,PMC4366507,ERP008807,Mus musculus
Sci_Rep,PMC6086926,GSE113820,Mus musculus
BMC_Genomics,PMC2838845,GSE19007,Mus musculus
iScience,PMC6402263,GSE122346,Mus musculus
J_Exp_Med,PMC5839752,GSE90459,Mus musculus
Sci_Rep,PMC4705522,GSE63875,Mus musculus
iScience,PMC6402263,GSE122374,Mus musculus
PLoS_Pathog,PMC5957330,SRP132280,Mus musculus
BMC_Cancer,PMC2749869,GSE14024,Mus musculus
Microbiome,PMC5865374,SRP112770,Mus musculus
Transl_Psychiatry,PMC5416693,GSE70872,Mus musculus
PLoS_One,PMC4335066,GSE63154,Mus musculus
Front_Neurosci,PMC4996997,GSE81501,Mus musculus
PLoS_Genet,PMC6853296,SRP167949,Mus musculus
Stem_Cell_Res_Ther,PMC3706886,GSE28986,Mus musculus
Cell_Rep,PMC6485958,GSE114652,Mus musculus
Genom_Data,PMC4778600,GSE72174,Mus musculus
PeerJ,PMC4782688,GSE75076,Mus musculus
Nucleic_Acids_Res,PMC3561979,GSE40930,Mus musculus
Cells,PMC6721682,GSE130548,Mus musculus
Cell_Death_Dis,PMC6901580,GSE120456,Mus musculus
Cell_Metab,PMC5989056,GSE110648,Mus musculus
Nat_Immunol,PMC5157049,GSE70294,Mus musculus
Nat_Commun,PMC5945874,SRP129908,Mus musculus
Int_J_Mol_Sci,PMC5877599,SRP092080,Mus musculus
Nat_Commun,PMC5932021,GSE109494,Mus musculus
Diabetes,PMC4238002,GSE60165,Mus musculus
Sci_Data,PMC6132189,SRP119327,Mus musculus
BMC_Genet,PMC4895971,GSE67340,Mus musculus
F1000Res,PMC5558107,GSE95601,Mus musculus
Nat_Commun,PMC6180039,GSE116563,Mus musculus
PLoS_One,PMC3251560,GSE32410,Mus musculus
PLoS_Biol,PMC3883643,GSE46478,Mus musculus
Environ_Health_Perspect,PMC3855521,GSE47964,Mus musculus
Neuron,PMC6859502,GSE133031,Mus musculus
Neuron,PMC6859502,GSE132964,Mus musculus
Mol_Cells,PMC5824024,GSE105772,Mus musculus
Nucleic_Acids_Res,PMC5499743,GSE74189,Mus musculus
J_Exp_Med,PMC3526365,GSE40746,Mus musculus
Nat_Immunol,PMC2908989,GSE12867,Mus musculus
Nat_Commun,PMC4990710,GSE81276,Mus musculus
Int_J_Mol_Sci,PMC4783971,GSE74847,Mus musculus
PLoS_One,PMC2267211,GSE9954,Mus musculus
Front_Immunol,PMC5383717,GSE83758,Mus musculus
Front_Immunol,PMC5383717,GSE83797,Mus musculus
Cell_Death_Dis,PMC5833373,GSE93308,Mus musculus
Nat_Commun,PMC5423270,SRP090590,Mus musculus
BMC_Genomics,PMC4334403,GSE58128,Mus musculus
Front_Med_(Lausanne),PMC6737005,GSE130999,Mus musculus
Front_Mol_Neurosci,PMC6056684,GSE100365,Mus musculus
PLoS_One,PMC3004788,GSE24105,Mus musculus
Nat_Commun,PMC5347092,SRP092760,Mus musculus
Nat_Commun,PMC4506538,GSE61098,Mus musculus
J_Exp_Med,PMC5987913,GSE111067,Mus musculus
Sci_Rep,PMC4648470,SRP056905,Mus musculus
Nature,PMC4304785,ERP001454,Mus musculus
J_Exp_Med,PMC5716034,SRP116599,Mus musculus
Cell_Mol_Gastroenterol_Hepatol,PMC4604042,GSE63643,Mus musculus
BMC_Biol,PMC4487509,SRP047051,Mus musculus
Nutrients,PMC5037530,GSE76361,Mus musculus
mBio,PMC6851286,GSE135386,Mus musculus
mBio,PMC6851286,GSE135385,Mus musculus
Nat_Commun,PMC5662571,GSE78056,Mus musculus
Genes_Cells,PMC4231238,SRP040083,Mus musculus
Sci_Rep,PMC6375990,GSE117795,Mus musculus
Genom_Data,PMC4583621,GSE65514,Mus musculus
PLoS_One,PMC3669229,GSE44451,Mus musculus
PLoS_One,PMC3776850,GSE44333,Mus musculus
Front_Bioeng_Biotechnol,PMC6895539,SRP219125,Mus musculus
Nat_Genet,PMC4485521,GSE63813,Mus musculus
Oncotarget,PMC5593532,GSE95426,Mus musculus
Oncotarget,PMC5354920,GSE87729,Mus musculus
JAKSTAT,PMC3876425,GSE27161,Mus musculus
Genom_Data,PMC4793732,GSE65005,Mus musculus
G3_(Bethesda),PMC6686928,GSE125428,Mus musculus
Nat_Commun,PMC4261234,GSE59564,Mus musculus
Int_J_Mol_Sci,PMC3759943,GSE46871,Mus musculus
Nat_Commun,PMC4762897,GSE75052,Mus musculus
Parasit_Vectors,PMC4973073,SRP068256,Mus musculus
Sci_Adv,PMC6881163,GSE116080,Mus musculus
J_Exp_Med,PMC3135357,GSE23793,Mus musculus
J_Exp_Med,PMC3135339,GSE26476,Mus musculus
PLoS_One,PMC4871527,SRP069102,Mus musculus
Nat_Commun,PMC5316826,GSE54591,Mus musculus
PLoS_One,PMC4121220,GSE57224,Mus musculus
PLoS_One,PMC5602638,GSE100059,Mus musculus
Nat_Commun,PMC5673904,GSE72520,Mus musculus
Cancer_Sci,PMC4832872,GSE70135,Mus musculus
Dis_Model_Mech,PMC4283648,GSE60058,Mus musculus
Genom_Data,PMC4778660,GSE69316,Mus musculus
Genom_Data,PMC4778660,GSE69315,Mus musculus
Genom_Data,PMC4778660,GSE69317,Mus musculus
Breast_Cancer_Res,PMC4303195,GSE55886,Mus musculus
Comp_Funct_Genomics,PMC2817383,GSE18293,Mus musculus
FEBS_Open_Bio,PMC5623699,GSE99859,Mus musculus
Nat_Commun,PMC6606648,GSE115242,Mus musculus
Nat_Cell_Biol,PMC6215453,GSE109285,Mus musculus
J_Neurophysiol,PMC6485730,GSE121590,Mus musculus
Genome_Biol,PMC6146650,SRP150799,Mus musculus
Bioinformatics,PMC4147902,GSE39585,Mus musculus
Front_Endocrinol_(Lausanne),PMC5673629,SRP103569,Mus musculus
Physiol_Rep,PMC6405886,GSE123276,Mus musculus
Integr_Biol_(Camb),PMC5224708,GSE77570,Mus musculus
Nat_Commun,PMC6408502,SRP074174,Mus musculus
Mol_Ther,PMC4435485,GSE44292,Mus musculus
Diabetes,PMC4303971,GSE57237,Mus musculus
Gastrointest_Cancer,PMC4383253,GSE55874,Mus musculus
PLoS_Genet,PMC5065153,GSE84386,Mus musculus
Genom_Data,PMC4778626,GSE71111,Mus musculus
PLoS_One,PMC3469550,GSE39235,Mus musculus
mBio,PMC4620470,GSE70819,Mus musculus
Nat_Commun,PMC4980454,GSE81111,Mus musculus
Eur_J_Immunol,PMC3799015,GSE45365,Mus musculus
Diabetologia,PMC4670456,GSE58025,Mus musculus
Nat_Commun,PMC5634439,GSE100634,Mus musculus
PLoS_One,PMC4963111,GSE80618,Mus musculus
Front_Endocrinol_(Lausanne),PMC6794367,GSE133334,Mus musculus
Gastroenterology,PMC6311085,GSE111318,Mus musculus
DNA_Res,PMC3473373,GSE38785,Mus musculus
Mol_Neurodegener,PMC6192121,GSE101550,Mus musculus
eLife,PMC6033538,GSE96076,Mus musculus
Front_Mol_Neurosci,PMC5770975,GSE92657,Mus musculus
Genom_Data,PMC4818347,GSE64287,Mus musculus
Nat_Commun,PMC4389232,GSE64473,Mus musculus
PLoS_One,PMC4546114,GSE69062,Mus musculus
Sci_Rep,PMC5543135,SRP106484,Mus musculus
PLoS_One,PMC3949743,GSE53131,Mus musculus
Sci_Data,PMC4828940,GSE76758,Mus musculus
PLoS_One,PMC3251591,GSE32096,Mus musculus
eLife,PMC4356145,GSE58363,Mus musculus
Nat_Commun,PMC5356072,GSE92358,Mus musculus
PLoS_One,PMC3164665,GSE27689,Mus musculus
Oncotarget,PMC5995182,GSE111147,Mus musculus
Genom_Data,PMC4778654,GSE65563,Mus musculus
Nat_Immunol,PMC4653074,GSE61414,Mus musculus
Stem_Cell_Reports,PMC4834054,GSE68270,Mus musculus
Nat_Commun,PMC5923228,GSE109688,Mus musculus
Oncotarget,PMC5356548,GSE75690,Mus musculus
EMBO_Mol_Med,PMC3377108,GSE25770,Mus musculus
J_Proteomics_Bioinform,PMC4276347,GSE52450,Mus musculus
PLoS_One,PMC4586376,GSE57455,Mus musculus
PLoS_One,PMC4366048,GSE64324,Mus musculus
Sci_Rep,PMC4533007,GSE68829,Mus musculus
Nat_Commun,PMC6358604,DRP004548,Mus musculus
J_Cell_Biol,PMC3971741,GSE46034,Mus musculus
Sci_Rep,PMC5445072,GSE95345,Mus musculus
PLoS_Genet,PMC5531616,GSE80311,Mus musculus
BMC_Genomics,PMC4456707,GSE62903,Mus musculus
PLoS_One,PMC3764035,GSE47745,Mus musculus
Nature,PMC6485399,GSE116640,Mus musculus
Front_Cell_Infect_Microbiol,PMC5508001,GSE97835,Mus musculus
Nat_Commun,PMC5607002,GSE100393,Mus musculus
Addict_Biol,PMC5573927,GSE69019,Mus musculus
Front_Mol_Biosci,PMC6746933,GSE132588,Mus musculus
Front_Cell_Neurosci,PMC4555015,GSE69450,Mus musculus
Genome_Biol,PMC1088946,GSE2031,Mus musculus
PLoS_Biol,PMC5933715,GSE102271,Mus musculus
Nat_Med,PMC3618596,GSE42727,Mus musculus
Cell_Rep,PMC6859498,GSE133056,Mus musculus
PLoS_One,PMC3557277,GSE41342,Mus musculus
J_Exp_Med,PMC5584117,GSE99775,Mus musculus
Sci_Data,PMC5100681,SRP081135,Mus musculus
Front_Mol_Neurosci,PMC4227287,SRP033200,Mus musculus
Genome_Biol,PMC4576406,ERP010829,Mus musculus
Nat_Commun,PMC4822029,GSE76660,Mus musculus
Genom_Data,PMC4583698,GSE46264,Mus musculus
J_Exp_Med,PMC5679178,GSE102414,Mus musculus
Cancer_Cell,PMC3995091,GSE54177,Mus musculus
Development,PMC6340148,GSE120870,Mus musculus
Cell_Death_Differ,PMC5762845,GSE94049,Mus musculus
Physiol_Rep,PMC6536582,GSE123674,Mus musculus
Circulation,PMC6553980,GSE110532,Mus musculus
Cell_Death_Differ,PMC4648327,GSE64920,Mus musculus
Nat_Commun,PMC4844685,GSE74995,Mus musculus
Nat_Commun,PMC4844685,GSE75431,Mus musculus
Nat_Commun,PMC4844685,GSE75357,Mus musculus
Oncogene,PMC5886987,GSE104394,Mus musculus
Nat_Commun,PMC4844685,GSE75246,Mus musculus
Genome_Biol,PMC3308053,ERP000744,Mus musculus
Nat_Commun,PMC6821830,GSE135360,Mus musculus
PLoS_One,PMC3581463,GSE36514,Mus musculus
Nat_Commun,PMC6320370,GSE121018,Mus musculus
Nucleic_Acids_Res,PMC6821270,GSE87101,Mus musculus
BMC_Cancer,PMC2610035,GSE10702,Mus musculus
Nat_Commun,PMC5309857,GSE89794,Mus musculus
PLoS_Genet,PMC4752317,GSE66468,Mus musculus
Genom_Data,PMC4583640,GSE60931,Mus musculus
Mol_Cell,PMC6863385,GSE133934,Mus musculus
J_Exp_Med,PMC4577835,GSE70306,Mus musculus
BMC_Neurosci,PMC2939656,GSE20949,Mus musculus
Nat_Immunol,PMC4685757,GSE70925,Mus musculus
Nat_Commun,PMC5636846,GSE88791,Mus musculus
Nat_Commun,PMC6277414,SRP160431,Mus musculus
Nucleic_Acids_Res,PMC7145541,SRP192844,Mus musculus
PLoS_Biol,PMC4607427,SRP041246,Mus musculus
J_Exp_Med,PMC5339666,GSE75976,Mus musculus
Psychopharmacology_(Berl),PMC3337404,GSE28644,Mus musculus
eLife,PMC5552276,GSE98132,Mus musculus
PLoS_One,PMC3808448,GSE49451,Mus musculus
eLife,PMC4811777,GSE76296,Mus musculus
eLife,PMC6703900,GSE124313,Mus musculus
PLoS_One,PMC4157746,GSE56135,Mus musculus
Nucleic_Acids_Res,PMC6326815,ERP107503,Mus musculus
Nature,PMC6565370,GSE99187,Mus musculus
Nature,PMC6565370,GSE119694,Mus musculus
Nat_Commun,PMC5648787,GSE101937,Mus musculus
PLoS_One,PMC2612750,GSE13244,Mus musculus
Sci_Data,PMC6233257,SRP134975,Mus musculus
Sci_Data,PMC6233257,GSE111729,Mus musculus
Bone_Res,PMC6382861,GSE119761,Mus musculus
PLoS_One,PMC5552280,GSE99031,Mus musculus
Front_Immunol,PMC5996052,SRP135539,Mus musculus
Nat_Commun,PMC5436068,GSE90020,Mus musculus
Mol_Metab,PMC6920326,GSE136573,Mus musculus
Cell_Rep,PMC6365014,GSE121818,Mus musculus
PLoS_One,PMC3742295,GSE46533,Mus musculus
PLoS_One,PMC4438979,GSE66259,Mus musculus
BMC_Syst_Biol,PMC2892459,GSE20403,Mus musculus
NPJ_Aging_Mech_Dis,PMC6279747,GSE103634,Mus musculus
Nat_Commun,PMC6910926,GSE129005,Mus musculus
Evid_Based_Complement_Alternat_Med,PMC6778869,GSE133665,Mus musculus
PLoS_One,PMC3629100,GSE43651,Mus musculus
Diabetes,PMC3931404,GSE36031,Mus musculus
eLife,PMC6812963,GSE135132,Mus musculus
Cell_Rep,PMC4904785,GSE64706,Mus musculus
Nat_Commun,PMC6561969,GSE128507,Mus musculus
Cell_Metab,PMC4598654,GSE70922,Mus musculus
Int_J_Genomics,PMC4353441,GSE62662,Mus musculus
Mol_Cell_Biol,PMC3811882,GSE46308,Mus musculus
Mol_Cell_Biol,PMC3811882,GSE48372,Mus musculus
Oncotarget,PMC5342772,GSE84206,Mus musculus
Nat_Commun,PMC6078993,GSE114438,Mus musculus
Nucleic_Acids_Res,PMC6324046,GSE118177,Mus musculus
Nature,PMC6907081,GSE122188,Mus musculus
PLoS_Pathog,PMC3836735,GSE43710,Mus musculus
PLoS_Genet,PMC6197693,GSE117013,Mus musculus
PLoS_Genet,PMC3868529,GSE51188,Mus musculus
Nucleic_Acids_Res,PMC6324046,GSE118178,Mus musculus
Nucleic_Acids_Res,PMC6324046,GSE118176,Mus musculus
Nucleic_Acids_Res,PMC5041496,GSE79095,Mus musculus
PLoS_One,PMC3650049,GSE38473,Mus musculus
Neuron,PMC3898967,GSE38703,Mus musculus
Nat_Commun,PMC4703836,SRP047269,Mus musculus
EMBO_J,PMC5983119,SRP133158,Mus musculus
Nat_Commun,PMC6606589,SRP187985,Mus musculus
Genome_Med,PMC4977876,GSE52650,Mus musculus
Nat_Commun,PMC6754461,GSE133503,Mus musculus
J_Exp_Med,PMC4577835,GSE70417,Mus musculus
J_Cell_Biol,PMC6080926,GSE107199,Mus musculus
Genetics,PMC4174954,GSE45684,Mus musculus
Nat_Commun,PMC5612955,GSE92894,Mus musculus
Infect_Immun,PMC4807497,GSE61459,Mus musculus
eLife,PMC4996648,ERP014805,Mus musculus
Nat_Commun,PMC4917962,GSE76467,Mus musculus
J_Invest_Dermatol,PMC4102657,GSE51206,Mus musculus
Nat_Commun,PMC6249328,GSE94893,Mus musculus
Nat_Commun,PMC6249328,GSE112671,Mus musculus
Nat_Commun,PMC4686827,GSE73077,Mus musculus
Nat_Commun,PMC6484225,GSE122235,Mus musculus
Front_Immunol,PMC6254543,SRP159048,Mus musculus
Nat_Commun,PMC4740445,GSE74849,Mus musculus
Nucleic_Acids_Res,PMC5737698,SRP108429,Mus musculus
J_Mol_Signal,PMC3198762,GSE30077,Mus musculus
Genom_Data,PMC4778603,GSE72616,Mus musculus
J_Exp_Med,PMC3832926,GSE50245,Mus musculus
EMBO_Rep,PMC5623836,GSE99216,Mus musculus
Genome_Biol,PMC4901439,GSE67135,Mus musculus
G3_(Bethesda),PMC4426365,SRP045183,Mus musculus
Nat_Med,PMC6039237,GSE111809,Mus musculus
Cell_Stem_Cell,PMC5145813,GSE70174,Mus musculus
Nature,PMC3341994,GSE35378,Mus musculus
Microarrays_(Basel),PMC4996388,GSE62884,Mus musculus
Front_Cardiovasc_Med,PMC5928323,GSE108083,Mus musculus
Bone_Rep,PMC6864341,GSE135755,Mus musculus
iScience,PMC6823663,GSE133195,Mus musculus
Nat_Commun,PMC3794716,GSE40222,Mus musculus
J_Exp_Med,PMC3171091,GSE29701,Mus musculus
Nat_Commun,PMC5457514,GSE95649,Mus musculus
PLoS_Comput_Biol,PMC6287877,GSE119670,Mus musculus
Nucleic_Acids_Res,PMC3834821,GSE42604,Mus musculus
Nat_Commun,PMC5638857,GSE90700,Mus musculus
Nat_Chem_Biol,PMC4912433,GSE76672,Mus musculus
Nat_Commun,PMC5643357,GSE98662,Mus musculus
Sci_Rep,PMC5159919,SRP090213,Mus musculus
Mol_Vis,PMC5640516,GSE95220,Mus musculus
Proc_Natl_Acad_Sci_U_S_A,PMC6217397,GSE112174,Mus musculus
Nucleic_Acids_Res,PMC4605299,SRP017714,Mus musculus
PLoS_One,PMC3458113,GSE30498,Mus musculus
